item_id,order_id,product_id,quantity,unit_price,discount_percent
I0003415,O001186,P0322,3,421.94,13.39
I0003416,O001186,P0309,3,289.70,17.39
I0003417,O001187,P0041,2,196.26,29.04
I0003418,O001187,P0042,3,472.80,34.61
I0003419,O001187,P0008,1,363.29,25.97
I0003420,O001187,P0015,4,405.62,26.85
I0003421,O001188,P0004,3,139.25,8.59
I0003422,O001188,P0017,2,87.31,27.03
I0003423,O001188,P0019,5,103.64,11.47
I0003424,O001188,P0009,4,347.87,16.26
I0003425,O001189,P0001,3,473.07,16.27
I0003426,O001189,P0020,4,66.64,7.74
I0003427,O001189,P0010,3,302.32,19.12
I0003428,O001190,P0010,2,203.78,21.65
I0003429,O001190,P0011,4,506.06,13.68
I0003430,O001191,P0461,3,89.50,23.17
I0003431,O001191,P0462,4,136.37,5.12
I0003432,O001191,P0468,2,60.19,6.77
I0003433,O001192,P0315,3,200.46,24.32
I0003434,O001192,P0318,1,101.97,15.63
I0003435,O001192,P0318,4,68.61,22.60
I0003436,O001193,P0001,5,344.48,9.31
I0003437,O001193,P0002,2,470.89,5.15
I0003438,O001194,P0015,5,294.40,20.30
I0003439,O001194,P0012,2,359.71,1.76
I0003440,O001195,P0041,3,154.26,8.72
I0003441,O001195,P0042,5,425.43,17.71
I0003442,O001195,P0003,2,57.19,8.19
I0003443,O001196,P0018,3,113.79,33.38
I0003444,O001196,P0007,4,175.13,31.86
I0003445,O001196,P0014,3,288.26,6.62
I0003446,O001196,P0020,5,86.42,32.77
I0003447,O001197,P0381,1,98.72,8.66
I0003448,O001197,P0382,4,311.87,25.66
I0003449,O001198,P0151,1,174.08,29.17
I0003450,O001198,P0161,4,33.19,10.17
I0003451,O001198,P0159,3,126.89,9.59
I0003452,O001199,P0321,2,91.97,5.64
I0003453,O001199,P0322,2,398.08,20.48
I0003454,O001200,P0010,4,393.46,9.05
I0003455,O001200,P0009,3,332.78,27.83
I0003456,O001201,P0001,4,329.14,22.85
I0003457,O001201,P0002,4,545.64,13.98
I0003458,O001201,P0013,4,451.50,13.47
I0003459,O001201,P0010,1,398.62,1.64
I0003460,O001202,P0191,2,68.06,18.81
I0003461,O001202,P0192,4,122.25,17.54
I0003462,O001203,P0041,5,250.02,16.36
I0003463,O001203,P0042,4,417.44,23.99
I0003464,O001203,P0020,4,109.67,4.89
I0003465,O001204,P0321,1,159.15,31.39
I0003466,O001204,P0322,4,457.51,17.79
I0003467,O001204,P0308,5,284.56,17.56
I0003468,O001205,P0061,5,352.42,12.13
I0003469,O001205,P0062,5,223.05,2.55
I0003470,O001206,P0361,5,414.11,7.12
I0003471,O001206,P0362,3,251.54,30.98
I0003472,O001206,P0308,3,221.26,22.87
I0003473,O001207,P0005,2,165.12,16.47
I0003474,O001207,P0009,5,366.12,13.77
I0003475,O001207,P0014,1,275.88,15.11
I0003476,O001207,P0020,4,89.69,20.64
I0003477,O001208,P0465,3,49.20,4.50
I0003478,O001208,P0456,3,92.84,20.02
I0003479,O001209,P0021,5,331.33,7.60
I0003480,O001209,P0022,-3,365.15,23.73
I0003481,O001210,P0061,5,234.82,33.05
I0003482,O001210,P0062,2,345.72,2.29
I0003483,O001211,P0020,5,118.63,18.04
I0003484,O001211,P0007,3,268.60,16.30
I0003485,O001211,P0008,1,181.22,32.48
I0003486,O001212,P0316,3,203.36,7.72
I0003487,O001212,P0316,4,154.78,13.92
I0003488,O001213,P0061,2,195.50,31.20
I0003489,O001213,P0062,5,337.98,20.20
I0003490,O001214,P0061,3,336.98,18.89
I0003491,O001214,P0062,4,280.40,31.21
I0003492,O001214,P0020,1,70.90,24.67
I0003493,O001215,P0041,1,213.07,27.56
I0003494,O001215,P0042,1,576.06,28.07
I0003495,O001216,P0463,5,86.28,28.83
I0003496,O001216,P0459,2,122.31,14.64
I0003497,O001216,P0460,1,77.20,26.61
I0003498,O001217,P0061,4,184.40,21.95
I0003499,O001217,P0062,1,362.06,11.19
I0003500,O001217,P0017,3,89.13,7.64
I0003501,O001218,P0061,4,342.66,9.93
I0003502,O001218,P0062,4,205.35,5.80
I0003503,O001218,P0016,4,104.69,8.45
I0003504,O001218,P0015,4,348.65,7.71
I0003505,O001219,P0303,4,153.24,27.57
I0003506,O001219,P0317,5,104.58,23.61
I0003507,O001220,P0308,3,240.15,19.93
I0003508,O001220,P0315,5,180.91,22.31
I0003509,O001220,P0311,1,245.20,33.98
I0003510,O001221,P0501,4,32.42,2.45
I0003511,O001221,P0502,4,71.08,2.01
I0003512,O001221,P0464,2,15.41,2.71
I0003513,O001222,P0001,1,379.07,31.42
I0003514,O001222,P0002,5,451.19,15.14
I0003515,O001222,P0010,5,364.52,6.93
I0003516,O001223,P0501,4,36.10,10.62
I0003517,O001223,P0502,4,75.13,10.80
I0003518,O001223,P0467,5,95.56,28.69
I0003519,O001224,P0181,4,117.99,22.16
I0003520,O001224,P0182,2,115.00,13.20
I0003521,O001225,P0016,2,92.34,6.74
I0003522,O001225,P0002,4,383.82,8.80
I0003523,O001225,P0009,3,323.82,3.69
I0003524,O001226,P0381,5,92.57,27.87
I0003525,O001226,P0382,3,234.73,18.20
I0003526,O001226,P0301,3,170.29,3.03
I0003527,O001226,P0308,2,216.55,19.65
I0003528,O001227,P0461,2,106.18,17.28
I0003529,O001227,P0462,1,115.94,21.35
I0003530,O001227,P0457,1,105.93,30.68
I0003531,O001228,P0321,2,168.91,8.48
I0003532,O001228,P0322,-3,425.22,10.19
I0003533,O001228,P0303,1,119.30,16.98
I0003534,O001229,P0008,1,274.84,11.21
I0003535,O001229,P0004,5,102.23,0.20
I0003536,O001229,P0015,4,348.90,26.31
I0003537,O001230,P0061,4,197.01,31.96
I0003538,O001230,P0062,1,241.31,21.66
I0003539,O001231,P0001,5,393.12,22.99
I0003540,O001231,P0002,2,304.74,30.43
I0003541,O001232,P0301,3,186.64,4.86
I0003542,O001232,P0302,2,192.75,15.78
I0003543,O001233,P0041,1,156.13,13.52
I0003544,O001233,P0042,1,514.83,2.92
I0003545,O001234,P0301,2,141.41,13.89
I0003546,O001234,P0302,2,235.13,8.19
I0003547,O001234,P0311,3,218.41,20.07
I0003548,O001235,P0191,5,42.21,9.08
I0003549,O001235,P0192,2,98.00,32.52
I0003550,O001236,P0001,5,361.29,5.72
I0003551,O001236,P0002,5,620.32,8.48
I0003552,O001236,P0003,5,61.14,0.90
I0003553,O001237,P0061,3,181.39,31.00
I0003554,O001237,P0062,1,187.52,10.60
I0003555,O001237,P0018,3,116.12,16.42
I0003556,O001238,P0171,2,59.95,6.83
I0003557,O001238,P0172,1,150.33,27.49
I0003558,O001238,P0167,3,125.52,23.11
I0003559,O001238,P0168,5,29.50,2.81
I0003560,O001239,P0501,3,45.52,31.57
I0003561,O001239,P0502,1,60.86,19.76
I0003562,O001239,P0465,4,67.50,19.89
I0003563,O001240,P0461,2,110.74,8.81
I0003564,O001240,P0462,4,91.70,17.67
I0003565,O001241,P0061,2,323.60,12.63
I0003566,O001241,P0062,2,373.16,33.51
I0003567,O001242,P0021,4,297.36,10.01
I0003568,O001242,P0022,4,376.77,19.50
I0003569,O001242,P0013,5,472.45,12.14
I0003570,O001243,P0308,2,396.19,31.32
I0003571,O001243,P0308,2,218.65,3.65
I0003572,O001244,P0311,5,428.17,14.55
I0003573,O001244,P0306,3,225.22,6.37
I0003574,O001245,P0021,3,299.04,19.87
I0003575,O001245,P0022,5,350.61,28.45
I0003576,O001246,P0061,3,317.67,22.46
I0003577,O001246,P0062,5,310.99,10.09
I0003578,O001246,P0009,2,462.11,6.07
I0003579,O001247,P0453,2,156.94,16.80
I0003580,O001247,P0467,5,50.28,33.53
I0003581,O001247,P0458,1,63.43,11.35
I0003582,O001248,P0013,1,310.74,1.66
I0003583,O001248,P0006,-5,128.40,22.12
I0003584,O001248,P0010,1,349.09,20.66
I0003585,O001249,P0151,3,139.79,24.50
I0003586,O001249,P0152,4,82.65,2.71
I0003587,O001249,P0167,2,92.31,20.35
I0003588,O001249,P0166,1,79.92,4.86
I0003589,O001250,P0041,5,140.84,13.69
I0003590,O001250,P0042,4,453.08,4.94
I0003591,O001251,P0301,1,152.73,9.44
I0003592,O001251,P0302,2,271.28,7.80
I0003593,O001252,P0166,4,70.44,8.04
I0003594,O001252,P0170,5,97.31,16.42
I0003595,O001252,P0167,1,162.06,7.31
I0003596,O001253,P0021,4,366.76,34.13
I0003597,O001253,P0022,5,534.70,30.61
I0003598,O001253,P0008,4,303.34,21.66
I0003599,O001254,P0001,3,437.17,3.05
I0003600,O001254,P0002,3,343.64,5.78
I0003601,O001255,P0041,3,178.09,13.07
I0003602,O001255,P0042,5,481.58,16.47
I0003603,O001256,P0466,2,71.91,26.23
I0003604,O001256,P0459,5,88.66,5.97
I0003605,O001257,P0316,4,202.26,19.69
I0003606,O001257,P0319,4,328.68,5.67
I0003607,O001257,P0306,5,216.09,23.75
I0003608,O001258,P0381,5,80.46,11.21
I0003609,O001258,P0382,5,231.18,24.75
I0003610,O001259,P0021,2,352.40,4.93
I0003611,O001259,P0022,5,362.71,30.98
I0003612,O001259,P0002,2,495.97,18.40
I0003613,O001260,P0001,4,251.99,2.98
I0003614,O001260,P0002,2,317.26,8.58
I0003615,O001260,P0020,1,62.80,28.53
I0003616,O001261,P0321,1,92.43,16.49
I0003617,O001261,P0322,5,439.05,23.95
I0003618,O001262,P0151,3,107.97,33.70
I0003619,O001262,P0152,1,152.86,24.35
I0003620,O001262,P0157,2,39.10,1.77
I0003621,O001263,P0001,5,327.78,26.08
I0003622,O001263,P0002,1,403.81,26.13
I0003623,O001263,P0007,4,187.38,8.76
I0003624,O001264,P0381,5,95.70,8.92
I0003625,O001264,P0382,1,251.74,1.91
I0003626,O001264,P0318,2,95.27,11.45
I0003627,O001264,P0308,3,282.61,23.33
I0003628,O001265,P0320,3,357.07,28.95
I0003629,O001265,P0303,3,208.08,12.54
I0003630,O001265,P0319,5,406.40,2.35
I0003631,O001266,P0041,4,185.78,18.84
I0003632,O001266,P0042,4,558.16,27.56
I0003633,O001266,P0017,1,98.48,20.97
I0003634,O001267,P0191,1,83.03,26.00
I0003635,O001267,P0192,4,79.21,24.19
I0003636,O001268,P0321,3,157.43,26.10
I0003637,O001268,P0322,3,338.27,11.33
I0003638,O001269,P0381,4,108.63,23.80
I0003639,O001269,P0382,4,264.02,17.78
I0003640,O001269,P0303,4,122.88,11.38
I0003641,O001270,P0463,3,114.67,11.96
I0003642,O001270,P0459,1,73.81,14.47
I0003643,O001270,P0464,2,18.14,20.55
I0003644,O001271,P0191,5,68.35,19.37
I0003645,O001271,P0192,4,135.13,17.76
I0003646,O001271,P0168,2,33.44,2.98
I0003647,O001271,P0163,3,45.23,5.67
I0003648,O001272,P0321,4,84.89,4.22
I0003649,O001272,P0322,-5,400.77,25.15
I0003650,O001272,P0308,1,292.73,34.06
I0003651,O001273,P0061,4,296.65,12.35
I0003652,O001273,P0062,5,303.11,10.13
I0003653,O001273,P0007,1,216.40,2.27
I0003654,O001274,P0160,2,184.62,11.37
I0003655,O001274,P0163,5,78.59,29.37
I0003656,O001274,P0157,2,54.45,26.35
I0003657,O001275,P0001,5,415.13,3.29
I0003658,O001275,P0002,1,548.98,16.33
I0003659,O001276,P0041,3,191.26,29.72
I0003660,O001276,P0042,4,388.14,6.74
I0003661,O001276,P0006,5,106.90,25.10
I0003662,O001277,P0021,3,408.31,4.42
I0003663,O001277,P0022,3,429.91,29.07
I0003664,O001278,P0061,5,204.19,29.72
I0003665,O001278,P0062,5,299.84,17.52
I0003666,O001278,P0011,2,521.26,8.33
I0003667,O001279,P0155,5,171.15,22.94
I0003668,O001279,P0163,2,73.07,0.83
I0003669,O001279,P0154,3,35.68,19.67
I0003670,O001280,P0003,1,97.11,12.01
I0003671,O001280,P0008,3,317.78,20.39
I0003672,O001280,P0018,5,177.75,25.21
I0003673,O001280,P0018,3,130.28,33.11
I0003674,O001281,P0061,1,281.68,11.45
I0003675,O001281,P0062,4,319.76,17.25
I0003676,O001281,P0004,2,116.19,23.41
I0003677,O001282,P0171,2,85.69,15.50
I0003678,O001282,P0172,5,129.94,7.82
I0003679,O001282,P0164,4,128.28,31.35
I0003680,O001283,P0181,4,124.89,16.74
I0003681,O001283,P0182,4,116.74,7.04
I0003682,O001283,P0169,3,62.50,20.89
I0003683,O001284,P0171,1,47.33,29.74
I0003684,O001284,P0172,4,87.87,20.64
I0003685,O001284,P0168,5,21.18,9.52
I0003686,O001285,P0170,1,67.09,2.46
I0003687,O001285,P0165,5,119.00,32.38
I0003688,O001285,P0151,2,131.44,11.21
I0003689,O001286,P0021,5,278.88,20.10
I0003690,O001286,P0022,1,418.21,2.37
I0003691,O001286,P0004,5,123.32,0.46
I0003692,O001287,P0151,2,151.78,7.99
I0003693,O001287,P0152,4,131.00,24.84
I0003694,O001288,P0153,4,108.70,19.75
I0003695,O001288,P0157,2,55.78,18.68
I0003696,O001288,P0160,2,104.62,3.50
I0003697,O001288,P0151,5,99.81,26.47
I0003698,O001289,P0021,2,364.17,19.28
I0003699,O001289,P0022,5,561.21,3.69
I0003700,O001290,P0168,2,33.92,30.61
I0003701,O001290,P0168,4,29.26,34.39
I0003702,O001290,P0170,2,82.92,12.51
I0003703,O001290,P0155,1,112.96,29.26
I0003704,O001291,P0013,4,460.01,16.29
I0003705,O001291,P0011,3,334.80,29.45
I0003706,O001291,P0011,3,449.87,3.32
I0003707,O001292,P0018,5,192.45,22.91
I0003708,O001292,P0005,3,253.40,24.75
I0003709,O001292,P0011,1,519.07,26.67
I0003710,O001292,P0005,2,166.21,15.15
I0003711,O001293,P0041,4,273.60,30.08
I0003712,O001293,P0042,3,384.25,2.12
I0003713,O001293,P0017,3,83.75,14.99
I0003714,O001293,P0007,2,292.79,31.50
I0003715,O001294,P0021,4,304.85,30.82
I0003716,O001294,P0022,4,570.27,32.85
I0003717,O001294,P0003,2,61.42,19.04
I0003718,O001295,P0309,2,417.84,6.30
I0003719,O001295,P0316,3,203.75,0.86
I0003720,O001295,P0314,4,142.92,9.77
I0003721,O001296,P0159,2,174.53,24.95
I0003722,O001296,P0153,-5,73.67,26.38
I0003723,O001297,P0041,2,177.61,31.41
I0003724,O001297,P0042,2,311.23,26.80
I0003725,O001298,P0451,5,81.17,15.64
I0003726,O001298,P0452,5,100.58,12.61
I0003727,O001299,P0061,3,234.79,10.23
I0003728,O001299,P0062,5,267.49,1.77
I0003729,O001299,P0018,3,128.81,0.71
I0003730,O001300,P0471,4,54.07,3.61
I0003731,O001300,P0472,2,129.95,5.33
I0003732,O001301,P0004,2,146.33,26.90
I0003733,O001301,P0013,1,397.99,12.70
I0003734,O001302,P0012,-4,569.82,3.64
I0003735,O001302,P0003,4,79.74,2.79
I0003736,O001303,P0015,5,353.64,6.97
I0003737,O001303,P0009,2,249.15,28.80
I0003738,O001303,P0020,4,116.08,9.71
I0003739,O001304,P0014,5,418.52,9.58
I0003740,O001304,P0012,1,505.34,12.13
I0003741,O001304,P0002,1,451.21,28.01
I0003742,O001304,P0006,3,112.17,26.46
I0003743,O001305,P0021,1,310.48,32.55
I0003744,O001305,P0022,3,457.13,2.82
I0003745,O001305,P0018,5,150.04,25.74
I0003746,O001306,P0318,3,119.64,6.33
I0003747,O001306,P0303,5,126.30,29.57
I0003748,O001306,P0312,5,213.74,34.03
I0003749,O001307,P0303,2,214.85,10.34
I0003750,O001307,P0308,3,287.16,25.97
I0003751,O001308,P0458,5,90.57,12.42
I0003752,O001308,P0466,3,73.44,5.40
I0003753,O001309,P0461,3,131.22,20.68
I0003754,O001309,P0462,3,129.35,11.64
I0003755,O001310,P0061,3,207.71,2.08
I0003756,O001310,P0062,5,238.28,16.47
I0003757,O001311,P0191,2,60.04,23.60
I0003758,O001311,P0192,4,113.07,27.33
I0003759,O001311,P0167,4,119.07,0.17
I0003760,O001312,P0018,3,108.96,7.56
I0003761,O001312,P0019,3,107.93,0.64
I0003762,O001312,P0010,4,296.02,15.44
I0003763,O001313,P0381,3,68.49,22.66
I0003764,O001313,P0382,5,213.59,13.49
I0003765,O001313,P0305,5,398.24,33.14
I0003766,O001314,P0321,3,157.78,29.28
I0003767,O001314,P0322,5,432.08,1.06
I0003768,O001314,P0320,4,388.28,17.11
I0003769,O001315,P0161,1,42.84,8.16
I0003770,O001315,P0169,3,84.31,27.07
I0003771,O001315,P0166,5,89.64,31.80
I0003772,O001316,P0381,1,80.69,24.97
I0003773,O001316,P0382,4,332.61,17.60
I0003774,O001316,P0307,4,135.65,28.07
I0003775,O001316,P0302,3,325.04,20.17
I0003776,O001317,P0061,2,353.27,13.48
I0003777,O001317,P0062,5,289.19,2.33
I0003778,O001317,P0015,5,393.68,5.82
I0003779,O001317,P0004,2,169.43,29.68
I0003780,O001318,P0191,3,50.85,24.96
I0003781,O001318,P0192,5,91.84,31.47
I0003782,O001318,P0162,1,52.42,19.79
I0003783,O001319,P0151,4,90.48,25.70
I0003784,O001319,P0151,1,118.90,1.58
I0003785,O001320,P0321,3,151.16,17.62
I0003786,O001320,P0322,3,286.39,32.34
I0003787,O001320,P0306,5,291.66,24.89
I0003788,O001321,P0381,4,95.59,12.82
I0003789,O001321,P0382,2,321.41,24.58
I0003790,O001321,P0309,1,476.35,16.95
I0003791,O001321,P0315,2,221.43,11.29
I0003792,O001322,P0301,3,177.67,32.49
I0003793,O001322,P0304,1,88.11,32.37
I0003794,O001323,P0001,4,263.27,5.45
I0003795,O001323,P0015,3,229.57,15.05
I0003796,O001324,P0021,4,352.55,22.02
I0003797,O001324,P0022,4,445.05,4.74
I0003798,O001324,P0007,1,168.40,25.84
I0003799,O001325,P0167,1,124.43,0.75
I0003800,O001325,P0156,2,114.99,27.84
I0003801,O001325,P0152,5,116.47,2.26
I0003802,O001325,P0157,2,67.87,16.49
I0003803,O001326,P0304,2,169.65,9.71
I0003804,O001326,P0314,1,169.47,17.52
I0003805,O001327,P0181,5,122.10,28.23
I0003806,O001327,P0182,2,87.76,12.49
I0003807,O001327,P0154,1,31.99,11.04
I0003808,O001327,P0158,4,198.60,12.17
I0003809,O001328,P0041,5,181.22,23.58
I0003810,O001328,P0042,3,465.76,22.95
I0003811,O001329,P0021,3,276.46,30.71
I0003812,O001329,P0022,2,366.99,29.23
I0003813,O001329,P0003,3,65.51,30.39
I0003814,O001329,P0019,4,150.54,0.70
I0003815,O001330,P0501,3,39.18,28.43
I0003816,O001330,P0502,5,105.35,27.08
I0003817,O001330,P0461,5,76.40,34.63
I0003818,O001331,P0191,1,76.88,33.19
I0003819,O001331,P0192,4,139.62,31.30
I0003820,O001331,P0158,-2,173.92,21.05
I0003821,O001331,P0165,5,91.06,0.63
I0003822,O001332,P0301,1,160.52,1.17
I0003823,O001332,P0302,2,280.48,31.26
I0003824,O001333,P0321,5,175.41,3.40
I0003825,O001333,P0322,1,325.95,0.77
I0003826,O001334,P0191,1,65.81,6.66
I0003827,O001334,P0192,5,111.31,28.31
I0003828,O001334,P0169,3,90.67,9.22
I0003829,O001335,P0013,5,427.44,7.39
I0003830,O001335,P0012,5,522.64,29.73
I0003831,O001335,P0016,1,99.10,26.38
I0003832,O001335,P0017,2,77.27,12.31
I0003833,O001336,P0041,5,273.70,31.27
I0003834,O001336,P0042,2,566.41,13.49
I0003835,O001337,P0501,5,47.69,0.47
I0003836,O001337,P0502,1,64.94,8.59
I0003837,O001337,P0454,3,34.77,12.91
I0003838,O001338,P0171,5,58.49,21.46
I0003839,O001338,P0172,2,110.80,4.97
I0003840,O001339,P0021,1,431.65,28.74
I0003841,O001339,P0022,2,348.79,33.67
I0003842,O001339,P0016,4,120.54,0.62
I0003843,O001340,P0160,1,126.84,12.77
I0003844,O001340,P0159,2,197.32,29.36
I0003845,O001340,P0165,2,97.35,1.07
I0003846,O001341,P0151,4,85.21,8.07
I0003847,O001341,P0152,1,156.41,6.07
I0003848,O001341,P0160,5,172.98,15.64
I0003849,O001342,P0191,2,82.19,17.24
I0003850,O001342,P0192,3,111.23,8.83
I0003851,O001342,P0155,5,94.54,34.83
I0003852,O001342,P0162,3,61.00,12.05
I0003853,O001343,P0471,3,71.48,0.55
I0003854,O001343,P0472,5,95.32,31.51
I0003855,O001343,P0456,5,100.84,8.63
I0003856,O001344,P0471,3,43.53,22.36
I0003857,O001344,P0472,4,84.93,2.84
I0003858,O001344,P0458,4,87.67,10.14
I0003859,O001345,P0001,2,415.68,11.74
I0003860,O001345,P0002,1,610.89,11.63
I0003861,O001345,P0004,5,168.89,16.12
I0003862,O001346,P0170,5,111.22,19.96
I0003863,O001346,P0166,2,99.69,5.38
I0003864,O001347,P0061,4,186.43,6.38
I0003865,O001347,P0062,5,245.01,11.91
I0003866,O001347,P0020,4,107.57,26.64
I0003867,O001348,P0312,4,419.21,9.55
I0003868,O001348,P0317,5,141.04,31.49
I0003869,O001348,P0316,2,246.29,14.82
I0003870,O001349,P0471,2,45.56,7.60
I0003871,O001349,P0472,4,115.66,8.23
I0003872,O001349,P0453,4,122.37,23.64
I0003873,O001350,P0001,5,237.59,24.81
I0003874,O001350,P0002,1,331.51,0.04
I0003875,O001351,P0021,1,264.42,29.56
I0003876,O001351,P0022,2,444.28,26.27
I0003877,O001351,P0016,2,85.78,14.81
I0003878,O001352,P0381,4,84.04,25.47
I0003879,O001352,P0382,5,206.82,25.53
I0003880,O001352,P0311,2,380.20,26.11
I0003881,O001353,P0003,5,55.71,21.33
I0003882,O001353,P0006,1,78.69,14.17
I0003883,O001353,P0013,4,465.56,13.82
I0003884,O001354,P0013,4,527.98,2.16
I0003885,O001354,P0013,1,294.18,32.40
I0003886,O001354,P0007,4,225.02,2.70
I0003887,O001355,P0451,4,111.14,31.22
I0003888,O001355,P0452,5,89.75,34.78
I0003889,O001355,P0457,2,83.55,32.59
I0003890,O001355,P0462,5,125.88,20.85
I0003891,O001356,P0041,1,263.27,13.45
I0003892,O001356,P0042,4,384.88,24.63
I0003893,O001356,P0019,2,96.84,22.99
I0003894,O001357,P0181,3,179.32,18.42
I0003895,O001357,P0182,1,66.27,20.67
I0003896,O001357,P0170,3,96.97,23.33
I0003897,O001358,P0164,2,190.59,5.30
I0003898,O001358,P0157,2,57.97,7.80
I0003899,O001358,P0151,1,134.80,15.36
I0003900,O001359,P0316,2,157.36,12.60
I0003901,O001359,P0309,1,461.72,8.59
I0003902,O001359,P0314,1,174.32,33.22
I0003903,O001360,P0381,1,59.83,0.42
I0003904,O001360,P0382,4,169.43,31.66
I0003905,O001360,P0318,3,98.74,17.21
I0003906,O001361,P0165,4,105.04,14.29
I0003907,O001361,P0159,4,154.55,30.12
I0003908,O001362,P0016,2,80.49,10.96
I0003909,O001362,P0008,1,202.85,10.14
I0003910,O001363,P0171,3,42.46,18.64
I0003911,O001363,P0172,3,124.48,21.23
I0003912,O001363,P0163,3,64.75,25.22
I0003913,O001364,P0018,5,220.32,9.24
I0003914,O001364,P0009,5,448.15,2.26
I0003915,O001365,P0191,1,65.43,15.55
I0003916,O001365,P0192,5,137.68,32.11
I0003917,O001366,P0191,3,61.94,13.29
I0003918,O001366,P0192,2,77.21,25.53
I0003919,O001366,P0154,2,28.85,32.39
I0003920,O001367,P0464,3,20.55,27.70
I0003921,O001367,P0461,5,115.03,16.53
I0003922,O001367,P0458,2,92.19,0.70
I0003923,O001367,P0457,4,89.02,25.56
I0003924,O001368,P0316,4,232.37,14.87
I0003925,O001368,P0307,2,118.08,20.34
I0003926,O001368,P0315,5,224.95,29.59
I0003927,O001369,P0310,4,252.09,15.53
I0003928,O001369,P0309,1,274.66,21.34
I0003929,O001369,P0312,2,370.18,0.60
I0003930,O001370,P0021,1,391.45,25.82
I0003931,O001370,P0022,5,318.93,15.47
I0003932,O001371,P0315,3,200.36,10.65
I0003933,O001371,P0302,3,292.56,24.17
I0003934,O001371,P0317,4,88.79,13.72
I0003935,O001372,P0018,1,145.46,19.16
I0003936,O001372,P0004,5,191.71,6.41
I0003937,O001373,P0361,4,269.57,8.45
I0003938,O001373,P0362,5,316.77,19.82
I0003939,O001374,P0467,3,70.56,6.96
I0003940,O001374,P0454,4,38.35,1.61
I0003941,O001374,P0464,4,20.55,32.69
I0003942,O001375,P0018,5,181.70,31.92
I0003943,O001375,P0003,3,75.39,7.39
I0003944,O001375,P0001,1,426.76,27.45
I0003945,O001376,P0010,1,219.26,13.26
I0003946,O001376,P0019,3,140.03,23.82
I0003947,O001376,P0008,1,303.83,22.04
I0003948,O001377,P0021,4,371.00,4.55
I0003949,O001377,P0022,4,576.96,19.97
I0003950,O001377,P0002,3,402.28,27.64
I0003951,O001377,P0018,5,159.40,12.19
I0003952,O001378,P0381,4,72.15,17.85
I0003953,O001378,P0382,1,176.14,25.53
I0003954,O001379,P0041,2,241.98,25.54
I0003955,O001379,P0042,3,466.49,33.18
I0003956,O001379,P0020,5,103.40,30.55
I0003957,O001379,P0002,3,560.96,14.60
I0003958,O001380,P0061,4,270.19,4.05
I0003959,O001380,P0062,1,369.40,31.89
I0003960,O001380,P0001,5,293.49,21.93
I0003961,O001380,P0019,1,107.07,6.32
I0003962,O001381,P0061,5,208.06,30.34
I0003963,O001381,P0062,5,251.13,17.44
I0003964,O001381,P0013,5,512.36,17.09
I0003965,O001382,P0166,4,119.28,1.29
I0003966,O001382,P0154,3,44.65,28.94
I0003967,O001383,P0171,5,54.57,34.51
I0003968,O001383,P0172,4,142.41,4.01
I0003969,O001383,P0170,4,102.84,8.90
I0003970,O001384,P0181,-5,163.06,23.45
I0003971,O001384,P0182,3,80.85,23.66
I0003972,O001385,P0381,3,73.27,29.49
I0003973,O001385,P0382,3,218.88,4.64
I0003974,O001385,P0304,3,151.40,30.32
I0003975,O001385,P0312,5,305.03,18.94
I0003976,O001386,P0381,2,55.32,23.24
I0003977,O001386,P0382,2,258.13,32.77
I0003978,O001387,P0165,5,113.72,11.75
I0003979,O001387,P0160,4,196.92,20.32
I0003980,O001387,P0164,3,163.18,15.62
I0003981,O001388,P0501,4,63.80,29.02
I0003982,O001388,P0502,1,76.94,9.12
I0003983,O001388,P0456,4,109.02,11.56
I0003984,O001389,P0154,2,36.49,11.95
I0003985,O001389,P0166,1,95.04,18.69
I0003986,O001389,P0165,1,99.41,27.84
I0003987,O001390,P0191,2,85.35,2.52
I0003988,O001390,P0192,4,119.85,19.05
I0003989,O001391,P0321,2,121.82,34.61
I0003990,O001391,P0322,5,327.92,33.32
I0003991,O001392,P0154,3,45.07,4.39
I0003992,O001392,P0158,5,99.43,11.31
I0003993,O001392,P0161,4,41.56,17.37
I0003994,O001392,P0152,1,93.83,21.53
I0003995,O001393,P0151,4,128.19,6.86
I0003996,O001393,P0152,1,89.15,9.82
I0003997,O001393,P0165,2,70.58,0.35
I0003998,O001393,P0158,4,98.71,1.82
I0003999,O001394,P0015,2,323.22,18.70
I0004000,O001394,P0020,1,62.92,5.89
I0004001,O001395,P0309,2,263.29,20.74
I0004002,O001395,P0302,4,255.57,33.28
I0004003,O001396,P0171,2,49.54,34.38
I0004004,O001396,P0172,2,109.57,34.54
I0004005,O001396,P0169,3,74.50,12.26
I0004006,O001397,P0152,2,86.63,6.59
I0004007,O001397,P0170,3,70.83,30.76
I0004008,O001397,P0169,-3,101.68,24.73
I0004009,O001398,P0301,2,229.68,23.70
I0004010,O001398,P0302,2,216.92,0.25
I0004011,O001399,P0061,4,198.40,27.79
I0004012,O001399,P0062,1,361.97,8.75
I0004013,O001400,P0011,2,433.19,5.51
I0004014,O001400,P0014,4,294.27,12.92
I0004015,O001400,P0015,1,259.85,6.37
I0004016,O001400,P0008,5,209.60,6.50
I0004017,O001401,P0171,5,61.51,10.06
I0004018,O001401,P0172,2,80.22,16.48
I0004019,O001402,P0306,5,188.73,16.26
I0004020,O001402,P0313,1,216.79,29.54
I0004021,O001402,P0304,1,118.34,25.50
